listing_id,published_at,closed_at,status,deal_type,city,district,address,lat,lon,rooms,floor,floors_total,area_total,area_kitchen,price,currency,price_uah,agent_id,agency,contact_phone,source,description
L102483,2024-01-19,2024-02-02,withdrawn,sale,Odesa,Kiiivskyi,"vul. Franka, 5",46.53025,30.719498,3,12,15,82,20,4152435,UAH,4152435,AG5460,HomeCenter,380738116391,portal_b,Comfortable 3-room apartment in Kiiivskyi district. Total area 82 sq.m.
L102484,2024-05-31,NA,active,sale,Kyiv,Dniprovskyi,"vul. Parkova, 132",50.487406,NA,4,19,19,72,9,71374,EUR,2912059,AG6361,UrbanHouse,380939839110,portal_c,Comfortable 4-room apartment in Dniprovskyi district. Total area 72 sq.m.
L102485,2024-01-27,NA,active,rent,Lviv,Shevchenkivskyi,"vul. Mira, 139",49.865022,24.046453,5,1,14,138,33,1085,EUR,44268,AG3548,CityRealty,380951277513,portal_c,"Great location in Lviv. 5 rooms, 1 floor. Well renovated."
L102486,2024-06-29,NA,active,sale,Odesa,Prymorskyi,"vul. Teatralna, 26",46.506953,30.694221,5,10,15,73,10,104875,USD,3932812,NA,NA,380691639847,portal_a,"Modern design, all amenities. Prymorskyi, 73 sq.m."
L102487,2024-06-09,NA,active,rent,Lviv,Zaliznychnyi,"vul. Heroiv, 117",49.817772,24.034157,3,9,13,63,NA,381,USD,14288,AG1991,RealtyPro,380769039698,portal_a,Comfortable 3-room apartment in Zaliznychnyi district. Total area 63 sq.m.
L102488,2024-06-29,2024-08-23,closed,sale,Kyiv,Desnianskyi,"vul. Soborna, 79",50.484366,30.582595,2,1,22,80,11,79499,EUR,3243559,AG9640,UrbanHouse,380946582458,portal_c,"Modern design, all amenities. Desnianskyi, 80 sq.m."
L102489,2024-04-14,2024-05-03,closed,sale,Kyiv,Shevchenkivskyi,"vul. Franka, 1",50.456701,30.520755,2,15,17,45,6,2084984,UAH,2084984,AG5985,CityRealty,380998999769,portal_b,"Great location in Kyiv. 2 rooms, 15 floor. Well renovated."
L102490,2024-03-10,NA,active,rent,Odesa,Suvorovskyi,"vul. Heroiv, 20",NA,NA,3,5,12,68,11,554,USD,20775,NA,CityRealty,380686751085,portal_a,"Spacious apartment near metro. 68 sq.m, 3 rooms. Excellent condition."
L102491,2024-06-27,2024-08-24,closed,sale,Kyiv,Desnianskyi,"vul. Bandery, 72",NA,30.47511,3,15,20,112,16,133871,USD,5020162,AG9922,UrbanHouse,380801006739,portal_a,Comfortable 3-room apartment in Desnianskyi district. Total area 112 sq.m.
L102492,2024-02-18,NA,active,sale,Odesa,Prymorskyi,"vul. Heroiv, 103",46.495039,30.761811,4,3,13,131,18,7017163,UAH,7017163,AG2880,EstateGroup,380892604427,portal_b,"Perfect for families. 4-bedroom apartment, 3/13 floor."
L102493,2024-04-24,NA,active,sale,Lviv,Halytskyi,"vul. Soborna, 17",49.846411,23.991077,2,1,7,78,12,96187,USD,3607012,AG2562,RealtyPro,380905113090,portal_a,Comfortable 2-room apartment in Halytskyi district. Total area 78 sq.m.
L102494,2024-06-09,NA,active,rent,Kyiv,Shevchenkivskyi,"vul. Peremohy, 24",50.390278,30.520742,5,17,24,98,19,609,EUR,24847,AG5854,UrbanHouse,380558704847,portal_a,"Modern design, all amenities. Shevchenkivskyi, 98 sq.m."
L102495,2024-01-02,NA,active,rent,Lviv,Sykhivskyi,"vul. Peremohy, 45",49.823513,24.051584,4,6,8,43,7,247,USD,9262,AG2132,EstateGroup,380757295529,portal_b,Comfortable 4-room apartment in Sykhivskyi district. Total area 43 sq.m.
L102496,2024-06-11,2024-07-06,closed,rent,Kyiv,Pecherskyi,"vul. Soborna, 63",50.445805,30.497496,5,15,21,82,12,503,EUR,20522,AG5529,RealtyPro,380752924994,portal_b,"Modern design, all amenities. Pecherskyi, 82 sq.m."
L102497,2024-04-06,2024-04-14,closed,rent,Odesa,Malynovskyi,"vul. Sichovykh Striltsiv, 122",46.443641,30.69598,5,1,23,46,7,11018,UAH,11018,NA,NA,380859776603,portal_a,"Spacious apartment near metro. 46 sq.m, 5 rooms. Excellent condition."
L102498,2024-01-20,2024-02-19,withdrawn,sale,Kyiv,Sviatoshynskyi,"vul. Lesi Ukrainky, 64",50.411274,30.595417,1,9,20,50,6,1963987,UAH,1963987,AG2405,CityRealty,380716314200,portal_a,"Great location in Kyiv. 1 rooms, 9 floor. Well renovated."
L102499,2024-05-19,NA,active,rent,Kyiv,Shevchenkivskyi,"vul. Khreshchatyk, 130",50.474504,30.514287,3,5,18,69,NA,18263,UAH,18263,AG1110,EstateGroup,380612090963,portal_c,"Perfect for families. 3-bedroom apartment, 5/18 floor."
L102500,2024-02-29,2024-03-20,closed,sale,Kyiv,Desnianskyi,"vul. Sichovykh Striltsiv, 37",50.407241,30.473546,4,17,22,81,10,4168150,UAH,NA,AG4937,EstateGroup,380946803754,portal_b,Comfortable 4-room apartment in Desnianskyi district. Total area 81 sq.m.
L102501,2024-01-20,NA,active,sale,Odesa,Suvorovskyi,"vul. Franka, 142",46.501009,30.673744,2,22,25,51,10,57014,EUR,2326171,AG2105,UrbanHouse,380503802244,portal_a,"Modern design, all amenities. Suvorovskyi, 51 sq.m."
L102502,2024-05-23,NA,active,rent,Lviv,Zaliznychnyi,"vul. Lesi Ukrainky, 21",49.829737,24.030469,2,11,15,59,9,337,USD,12638,AG4479,UrbanHouse,380861662121,portal_a,"Modern design, all amenities. Zaliznychnyi, 59 sq.m."
L102503,2024-04-15,2024-05-29,closed,sale,Lviv,Sykhivskyi,"vul. Lesi Ukrainky, 67",49.866265,24.010672,5,15,25,53,6,1917204,UAH,1917204,NA,NA,380618973551,portal_c,Comfortable 5-room apartment in Sykhivskyi district. Total area 53 sq.m.
L102504,2024-01-31,2024-02-18,closed,rent,Kyiv,Desnianskyi,"vul. Bandery, 31",50.504058,30.510638,2,9,24,65,10,453,EUR,18482,NA,NA,380995207893,portal_b,"Spacious apartment near metro. 65 sq.m, 2 rooms. Excellent condition."
L102505,2024-04-04,2024-04-15,closed,sale,Kyiv,Solomianskyi,"vul. Shevchenka, 109",50.479606,30.522721,1,23,23,74,18,3692027,UAH,3692027,AG7490,PrimeEstate,380732607168,portal_b,"Perfect for families. 1-bedroom apartment, 23/23 floor."
L102506,2024-05-04,NA,active,rent,Kyiv,Desnianskyi,"vul. Parkova, 50",50.478119,30.512202,4,21,24,29,7,190,EUR,7752,AG9682,HomeCenter,380503772555,portal_c,Comfortable 4-room apartment in Desnianskyi district. Total area 29 sq.m.
L102507,2024-06-26,2024-08-04,closed,rent,Odesa,Prymorskyi,"vul. Sichovykh Striltsiv, 1",46.478934,30.695948,2,1,22,149,30,1319,USD,49462,AG2052,RealtyPro,380723907794,portal_b,"Modern design, all amenities. Prymorskyi, 149 sq.m."
L102508,2024-03-03,NA,active,rent,Lviv,Sykhivskyi,"vul. Bandery, 115",49.827567,24.038621,4,9,10,31,5,224,EUR,9139,AG4834,HomeCenter,380762186698,portal_c,"Spacious apartment near metro. 31 sq.m, 4 rooms. Excellent condition."
L102509,2024-03-15,2024-04-19,withdrawn,sale,Lviv,Sykhivskyi,"vul. Khreshchatyk, 150",49.869298,24.04951,1,8,19,53,10,65489,USD,2455838,AG4676,PrimeEstate,380749028144,portal_c,"Great location in Lviv. 1 rooms, 8 floor. Well renovated."
L102510,2024-05-07,NA,active,sale,Lviv,Sykhivskyi,"vul. Mira, 139",49.847441,24.018568,3,14,17,86,16,93791,USD,3517162,AG8631,RealtyPro,380774580605,portal_c,Comfortable 3-room apartment in Sykhivskyi district. Total area 86 sq.m.
L102511,2024-03-06,2024-04-25,closed,rent,Odesa,Prymorskyi,"vul. Peremohy, 145",46.467219,30.701024,3,14,24,45,8,367,USD,13762,AG1093,CityRealty,380974002269,portal_a,"Great location in Odesa. 3 rooms, 14 floor. Well renovated."
L102512,2024-03-02,NA,active,rent,Odesa,Kiiivskyi,"vul. Shevchenka, 127",NA,30.682649,4,10,23,100,13,652,EUR,26602,AG1201,PrimeEstate,380657603337,portal_b,"Spacious apartment near metro. 100 sq.m, 4 rooms. Excellent condition."
L102513,2024-01-02,NA,active,rent,Odesa,Malynovskyi,"vul. Mira, 47",46.511731,30.755876,1,10,13,133,25,723,EUR,NA,NA,NA,380597160034,portal_b,"Spacious apartment near metro. 133 sq.m, 1 rooms. Excellent condition."
L102514,2024-04-20,NA,active,sale,Odesa,Suvorovskyi,"vul. Lesi Ukrainky, 111",46.512101,30.739475,5,6,21,33,7,41576,EUR,1696301,AG9973,PrimeEstate,380872904354,portal_c,Comfortable 5-room apartment in Suvorovskyi district. Total area 33 sq.m.
L102515,2024-03-20,NA,active,rent,Kyiv,Pecherskyi,"vul. Soborna, 76",50.489762,30.575111,1,9,9,44,10,255,EUR,10404,AG8416,UrbanHouse,380872535686,portal_a,"Great location in Kyiv. 1 rooms, 9 floor. Well renovated."
L102516,2024-05-06,NA,active,rent,Kyiv,Shevchenkivskyi,"vul. Mira, 102",50.474611,30.530118,2,5,16,102,17,863,USD,32362,AG8747,EstateGroup,380542526230,portal_c,"Great location in Kyiv. 2 rooms, 5 floor. Well renovated."
L102517,2024-05-11,2024-06-23,closed,rent,Odesa,Suvorovskyi,"vul. Khreshchatyk, 49",46.449969,30.732996,3,3,7,85,16,722,USD,27075,AG4571,EstateGroup,380932523689,portal_b,"Perfect for families. 3-bedroom apartment, 3/7 floor."
L102518,2024-02-21,NA,active,rent,Kyiv,Darnytskyi,"vul. Parkova, 27",50.414483,30.58124,2,5,10,68,15,430,USD,16125,AG7387,PrimeEstate,380998982599,portal_c,"Spacious apartment near metro. 68 sq.m, 2 rooms. Excellent condition."
L102519,2024-03-31,NA,active,sale,Odesa,Malynovskyi,"vul. Parkova, 115",46.506521,30.697254,5,2,12,47,6,45807,EUR,1868926,AG5587,CityRealty,380565394200,portal_c,"Great location in Odesa. 5 rooms, 2 floor. Well renovated."
L102520,2024-06-10,NA,active,rent,Kyiv,Holosiivskyi,"vul. Parkova, 32",NA,NA,2,2,5,34,5,230,USD,8625,NA,NA,380655618564,portal_a,Comfortable 2-room apartment in Holosiivskyi district. Total area 34 sq.m.
L102521,2024-04-20,NA,active,sale,Lviv,Lychakivskyi,"vul. Parkova, 24",49.850637,23.99487,3,12,19,114,16,144045,EUR,5877036,AG9317,UrbanHouse,380748318326,portal_c,"Perfect for families. 3-bedroom apartment, 12/19 floor."
L102522,2024-04-17,NA,active,rent,Kyiv,Dniprovskyi,"vul. Mira, 118",50.511402,30.530798,4,2,17,60,12,446,USD,16725,AG1462,EstateGroup,380993132096,portal_c,Comfortable 4-room apartment in Dniprovskyi district. Total area 60 sq.m.
L102523,2024-03-30,NA,active,rent,Odesa,Kiiivskyi,"vul. Mira, 8",46.444481,30.772507,1,9,24,26,5,179,EUR,7303,NA,NA,380854071390,portal_b,"Modern design, all amenities. Kiiivskyi, 26 sq.m."
L102524,2024-03-16,2024-05-13,closed,sale,Kyiv,Pecherskyi,"vul. Heroiv, 10",50.426809,30.454141,3,5,14,143,18,145167,EUR,5922814,NA,NA,380735709219,portal_a,"Perfect for families. 3-bedroom apartment, 5/14 floor."
L102525,2024-04-14,NA,active,sale,Lviv,Halytskyi,"vul. Teatralna, 63",49.811555,NA,4,1,8,72,13,3953098,UAH,3953098,AG2109,HomeCenter,380934858962,portal_c,Comfortable 4-room apartment in Halytskyi district. Total area 72 sq.m.
L102526,2024-04-19,NA,active,rent,Odesa,Malynovskyi,"vul. Franka, 7",46.461778,30.7233,2,6,19,116,20,883,EUR,36026,AG5885,PrimeEstate,380996119862,portal_c,"Modern design, all amenities. Malynovskyi, 116 sq.m."
L102527,2024-03-15,2024-04-03,closed,sale,Odesa,Malynovskyi,"vul. Franka, 38",46.500067,30.73606,1,7,20,68,10,3688567,UAH,3688567,NA,NA,380868876829,portal_a,"Great location in Odesa. 1 rooms, 7 floor. Well renovated."
L102528,2024-02-16,NA,active,rent,Odesa,Kiiivskyi,"vul. Heroiv, 36",46.504679,30.76668,3,16,25,66,15,12695,UAH,12695,AG9451,UrbanHouse,380813418589,portal_c,"Great location in Odesa. 3 rooms, 16 floor. Well renovated."
L102529,2024-05-19,NA,active,sale,Odesa,Malynovskyi,"vul. Franka, 27",46.497254,30.730108,5,4,24,63,13,82218,USD,3083175,AG7798,UrbanHouse,380606328061,portal_c,"Great location in Odesa. 5 rooms, 4 floor. Well renovated."
L102530,2024-01-15,NA,active,rent,Kyiv,Pecherskyi,"vul. Soborna, 26",50.522628,30.511618,5,6,11,62,12,12795,UAH,12795,AG3542,RealtyPro,380529683568,portal_c,"Perfect for families. 5-bedroom apartment, 6/11 floor."
L102531,2024-01-03,2024-01-26,closed,rent,Odesa,Suvorovskyi,"vul. Heroiv, 145",46.459657,30.748221,3,4,14,120,29,831,USD,31162,AG1104,CityRealty,380655897188,portal_a,"Perfect for families. 3-bedroom apartment, 4/14 floor."
L102532,2024-03-02,2024-03-13,closed,sale,Lviv,Zaliznychnyi,"vul. Franka, 19",49.808871,24.006047,5,11,13,64,14,91391,USD,3427162,AG9408,HomeCenter,380951535094,portal_b,"Great location in Lviv. 5 rooms, 11 floor. Well renovated."
L102533,2024-05-07,2024-06-28,closed,rent,Odesa,Kiiivskyi,"vul. Shevchenka, 32",46.437282,30.707283,3,17,20,147,35,44769,UAH,44769,AG5354,UrbanHouse,380757212531,portal_c,Comfortable 3-room apartment in Kiiivskyi district. Total area 147 sq.m.
L102534,2024-02-04,2024-02-14,withdrawn,rent,Kyiv,Sviatoshynskyi,"vul. Mira, 130",50.384457,30.561086,5,11,16,78,15,23533,UAH,23533,AG7398,PrimeEstate,380757774871,portal_c,"Perfect for families. 5-bedroom apartment, 11/16 floor."
L102535,2024-02-22,2024-04-11,closed,sale,Odesa,Suvorovskyi,"vul. Mira, 148",46.509052,30.689103,4,14,22,70,12,88535,USD,3320062,NA,NA,380654389481,portal_c,"Spacious apartment near metro. 70 sq.m, 4 rooms. Excellent condition."
L102536,2024-06-26,NA,active,sale,Lviv,Halytskyi,"vul. Lesi Ukrainky, 32",49.861516,23.99094,1,1,7,67,10,70154,EUR,2862283,NA,NA,380609796931,portal_b,"Great location in Lviv. 1 rooms, 1 floor. Well renovated."
L102537,2024-06-20,2024-08-03,closed,rent,Odesa,Malynovskyi,"vul. Mira, 79",46.506448,30.770071,1,1,6,127,29,35137,UAH,35137,AG6420,HomeCenter,380647695541,portal_a,"Spacious apartment near metro. 127 sq.m, 1 rooms. Excellent condition."
L102538,2024-03-01,NA,active,rent,Lviv,Lychakivskyi,"vul. Bandery, 133",NA,24.004041,4,10,22,54,13,386,USD,14475,AG5490,HomeCenter,380964984492,portal_b,"Perfect for families. 4-bedroom apartment, 10/22 floor."
L102539,2024-04-17,NA,withdrawn,rent,Lviv,Frankivskyi,"vul. Teatralna, 90",49.833297,23.990544,1,7,18,59,12,468,EUR,19094,AG5475,EstateGroup,380966865154,portal_b,"Spacious apartment near metro. 59 sq.m, 1 rooms. Excellent condition."
L102540,2024-03-12,2024-04-06,closed,sale,Kyiv,Darnytskyi,"vul. Mira, 86",50.423367,30.562949,4,10,15,41,7,46170,EUR,1883736,NA,NA,380992380285,portal_c,Comfortable 4-room apartment in Darnytskyi district. Total area 41 sq.m.
L102541,2024-04-22,NA,active,rent,Lviv,Shevchenkivskyi,"vul. Lesi Ukrainky, 83",NA,24.067969,4,11,14,104,15,21783,UAH,21783,NA,RealtyPro,380811539590,portal_a,"Modern design, all amenities. Shevchenkivskyi, 104 sq.m."
L102542,2024-01-24,2024-03-15,closed,rent,Kyiv,Solomianskyi,"vul. Lesi Ukrainky, 148",50.474999,30.557529,1,8,18,99,23,607,USD,22762,AG8638,UrbanHouse,380909732261,portal_a,"Great location in Kyiv. 1 rooms, 8 floor. Well renovated."
L102543,2024-03-16,2024-04-09,closed,rent,Odesa,Malynovskyi,"vul. Soborna, 125",NA,30.705434,3,1,19,90,21,25380,UAH,25380,AG7812,UrbanHouse,380711332934,portal_a,"Spacious apartment near metro. 90 sq.m, 3 rooms. Excellent condition."
L102544,2024-01-11,2024-01-30,withdrawn,sale,Lviv,Frankivskyi,"vul. Parkova, 71",49.802385,24.044571,3,15,21,115,21,4965237,UAH,4965237,NA,HomeCenter,380936470798,portal_c,"Perfect for families. 3-bedroom apartment, 15/21 floor."
L102545,2024-04-22,2024-05-02,closed,rent,Odesa,Prymorskyi,"vul. Sichovykh Striltsiv, 11",NA,30.674511,2,3,11,74,15,605,USD,22688,AG3086,EstateGroup,380504629490,portal_c,"Spacious apartment near metro. 74 sq.m, 2 rooms. Excellent condition."
L102546,2024-01-25,2024-02-06,withdrawn,rent,Kyiv,Solomianskyi,"vul. Sichovykh Striltsiv, 20",50.513903,30.462969,1,10,17,63,11,337,USD,12638,AG1983,CityRealty,380654309676,portal_c,"Modern design, all amenities. Solomianskyi, 63 sq.m."
L102547,2024-02-04,2024-03-10,closed,rent,Kyiv,Pecherskyi,"vul. Heroiv, 31",50.410628,30.467278,2,1,8,45,9,329,EUR,13423,AG1857,EstateGroup,380793425160,portal_c,"Modern design, all amenities. Pecherskyi, 45 sq.m."
L102548,2024-05-07,NA,active,sale,Kyiv,Desnianskyi,"vul. Franka, 32",50.390485,30.533996,1,5,16,46,7,42901,EUR,1750361,AG7886,HomeCenter,380937737354,portal_c,Comfortable 1-room apartment in Desnianskyi district. Total area 46 sq.m.
L102549,2024-01-17,2024-01-20,closed,sale,Lviv,Halytskyi,"vul. Sichovykh Striltsiv, 104",49.80771,24.04146,1,13,21,95,14,109484,EUR,4466947,AG3300,RealtyPro,380914266708,portal_c,"Great location in Lviv. 1 rooms, 13 floor. Well renovated."
L102550,2024-06-10,2024-08-04,closed,sale,Odesa,Malynovskyi,"vul. Khreshchatyk, 45",46.516225,30.760649,2,3,6,103,17,109674,USD,4112775,AG2890,PrimeEstate,380777558521,portal_b,"Spacious apartment near metro. 103 sq.m, 2 rooms. Excellent condition."
L102551,2024-03-12,2024-04-23,withdrawn,rent,Kyiv,Pecherskyi,"vul. Heroiv, 38",50.393124,30.487302,4,4,14,57,11,322,EUR,13138,AG1343,PrimeEstate,380552930549,portal_b,"Perfect for families. 4-bedroom apartment, 4/14 floor."
L102552,2024-01-31,2024-03-07,closed,sale,Lviv,Shevchenkivskyi,"vul. Teatralna, 25",49.832935,24.020074,2,3,5,103,25,108903,USD,4083862,AG4647,EstateGroup,380614432980,portal_c,"Spacious apartment near metro. 103 sq.m, 2 rooms. Excellent condition."
L102553,2024-05-29,NA,withdrawn,sale,Odesa,Kiiivskyi,"vul. Mira, 11",46.485048,30.679042,4,9,12,100,19,4781426,UAH,4781426,AG1477,EstateGroup,380992133610,portal_c,Comfortable 4-room apartment in Kiiivskyi district. Total area 100 sq.m.
L102554,2024-06-29,NA,active,sale,Odesa,Kiiivskyi,"vul. Teatralna, 85",46.450721,30.709826,2,13,13,124,20,6604191,UAH,NA,AG4779,UrbanHouse,380724008347,portal_a,"Modern design, all amenities. Kiiivskyi, 124 sq.m."
L102555,2024-03-14,NA,active,sale,Kyiv,Sviatoshynskyi,"vul. Khreshchatyk, 145",50.420513,NA,1,3,5,NA,NA,3545823,UAH,3545823,AG6310,PrimeEstate,380925946456,portal_c,"Great location in Kyiv. 1 rooms, 3 floor. Well renovated."
L102556,2024-01-22,2024-03-15,closed,sale,Kyiv,Pecherskyi,"vul. Soborna, 96",50.482299,30.48487,3,12,14,52,11,53825,EUR,2196060,AG5087,UrbanHouse,380912696815,portal_c,"Great location in Kyiv. 3 rooms, 12 floor. Well renovated."
L102557,2024-01-22,2024-02-19,withdrawn,sale,Odesa,Kiiivskyi,"vul. Parkova, 49",46.469719,NA,1,16,18,32,6,36908,USD,1384050,NA,EstateGroup,380931230307,portal_b,"Modern design, all amenities. Kiiivskyi, 32 sq.m."
L102558,2024-05-08,NA,active,rent,Kyiv,Darnytskyi,"vul. Shevchenka, 102",50.416164,30.583367,1,3,5,NA,6,189,EUR,7711,NA,CityRealty,380681680854,portal_a,"Perfect for families. 1-bedroom apartment, 3/5 floor."
L102559,2024-02-27,NA,active,sale,Kyiv,Holosiivskyi,"vul. Lesi Ukrainky, 44",50.481789,30.575279,1,12,16,59,12,3063445,UAH,3063445,AG1752,HomeCenter,380759189776,portal_b,"Spacious apartment near metro. 59 sq.m, 1 rooms. Excellent condition."
L102560,2024-03-22,NA,active,rent,Kyiv,Pecherskyi,"vul. Peremohy, 57",50.433414,30.508625,3,15,24,46,10,212,EUR,8650,AG6132,HomeCenter,380857932420,portal_b,"Modern design, all amenities. Pecherskyi, 46 sq.m."
L102561,2024-03-29,2024-05-10,withdrawn,rent,Kiev,Podilskyi,"vul. Lesi Ukrainky, 27",50.421779,NA,4,10,21,41,9,9714,UAH,9714,AG3996,RealtyPro,380654511792,portal_c,Comfortable 4-room apartment in Podilskyi district. Total area 41 sq.m.
L102562,2024-05-14,2024-05-30,withdrawn,rent,Odesa,Prymorskyi,"vul. Soborna, 104",46.520462,30.755987,3,1,6,61,8,358,USD,NA,AG1693,HomeCenter,380685488696,portal_c,"Great location in Odesa. 3 rooms, 1 floor. Well renovated."
L102563,2024-05-13,NA,withdrawn,rent,Odesa,Prymorskyi,"vul. Khreshchatyk, 132",46.504176,30.729779,5,15,17,80,11,19664,UAH,19664,NA,NA,380796650717,portal_a,"Spacious apartment near metro. 80 sq.m, 5 rooms. Excellent condition."
L102564,2024-05-17,NA,active,rent,Odesa,Prymorskyi,"vul. Teatralna, 80",46.449636,30.712958,4,1,22,150,20,1122,EUR,45778,AG2131,RealtyPro,380911823272,portal_a,"Modern design, all amenities. Prymorskyi, 150 sq.m."
L102565,2024-03-24,NA,active,rent,Kiev,Dniprovskyi,"vul. Sichovykh Striltsiv, 53",50.478669,30.589079,4,7,18,71,15,16393,UAH,16393,AG3831,PrimeEstate,380695883314,portal_c,"Perfect for families. 4-bedroom apartment, 7/18 floor."
L102566,2024-05-10,2024-06-03,closed,rent,Lviv,Shevchenkivskyi,"vul. Peremohy, 110",49.843067,24.04756,5,9,12,54,12,432,USD,16200,AG8754,RealtyPro,380651781782,portal_c,"Modern design, all amenities. Shevchenkivskyi, 54 sq.m."
L102567,2024-05-23,2024-05-31,withdrawn,sale,Odesa,Kiiivskyi,"vul. Mira, 14",46.483932,30.687565,4,17,19,NA,NA,59015,USD,2213062,AG1085,PrimeEstate,380588974608,portal_b,"Perfect for families. 4-bedroom apartment, 17/19 floor."
L102568,2024-05-17,2024-06-29,closed,rent,Kyiv,Obolonskyi,"vul. Bandery, 17",50.379094,30.461208,2,2,17,45,9,317,EUR,12934,NA,NA,380918321227,portal_b,"Perfect for families. 2-bedroom apartment, 2/17 floor."
L102569,2024-06-07,NA,active,rent,Lviv,Zaliznychnyi,"vul. Khreshchatyk, 28",49.87537,24.010227,5,19,23,82,14,528,EUR,21542,AG8029,UrbanHouse,380525366380,portal_c,"Spacious apartment near metro. 82 sq.m, 5 rooms. Excellent condition."
L102570,2024-04-05,2024-05-13,closed,rent,Lviv,Frankivskyi,"vul. Heroiv, 86",NA,24.018898,2,7,12,80,16,561,USD,21038,AG5340,RealtyPro,380686165692,portal_c,"Modern design, all amenities. Frankivskyi, 80 sq.m."
L102571,2024-01-14,NA,active,rent,Odesa,Prymorskyi,"vul. Peremohy, 105",46.502276,30.765902,4,17,22,68,NA,446,USD,16725,AG9085,RealtyPro,380574718298,portal_c,"Spacious apartment near metro. 68 sq.m, 4 rooms. Excellent condition."
L102572,2024-05-30,NA,active,rent,Odesa,Prymorskyi,"vul. Parkova, 34",46.509393,30.709046,4,5,13,58,7,438,USD,16425,AG1185,PrimeEstate,380712777960,portal_b,"Perfect for families. 4-bedroom apartment, 5/13 floor."
L102573,2024-05-30,NA,active,sale,Lviv,Frankivskyi,"vul. Khreshchatyk, 129",49.811981,24.02259,2,9,14,124,25,NA,USD,NA,AG8923,UrbanHouse,380869433945,portal_c,"Spacious apartment near metro. 124 sq.m, 2 rooms. Excellent condition."
L102574,2024-03-16,2024-04-04,withdrawn,sale,Kyiv,Obolonskyi,"vul. Heroiv, 4",50.497176,NA,3,5,13,95,20,4060656,UAH,4060656,AG1754,HomeCenter,380729146412,portal_c,"Spacious apartment near metro. 95 sq.m, 3 rooms. Excellent condition."
L102575,2024-03-19,2024-04-24,closed,rent,Odesa,Malynovskyi,"vul. Teatralna, 100",46.516194,30.69206,1,1,6,43,6,12823,UAH,12823,NA,NA,380931116846,portal_a,"Great location in Odesa. 1 rooms, 1 floor. Well renovated."
L102576,2024-02-09,NA,active,rent,Odesa,Malynovskyi,"vul. Peremohy, 119",46.48347,30.711233,5,9,10,63,10,498,USD,18675,AG6367,CityRealty,380538895033,portal_c,Comfortable 5-room apartment in Malynovskyi district. Total area 63 sq.m.
L102577,2024-04-04,NA,active,rent,Kyiv,Obolonskyi,"vul. Mira, 103",50.437822,30.589958,4,5,6,96,15,484,EUR,NA,AG4260,UrbanHouse,380661083844,portal_a,"Spacious apartment near metro. 96 sq.m, 4 rooms. Excellent condition."
L102578,2024-06-23,NA,active,rent,Lviv,Lychakivskyi,"vul. Teatralna, 134",49.85052,24.022289,1,4,8,60,11,291,EUR,11873,AG5113,EstateGroup,380915276122,portal_b,"Great location in Lviv. 1 rooms, 4 floor. Well renovated."
L102579,2024-06-04,NA,withdrawn,rent,Kyiv,Desnianskyi,"vul. Franka, 140",50.443654,30.552936,2,6,9,108,23,904,USD,33900,AG6612,PrimeEstate,380745690267,portal_a,"Spacious apartment near metro. 108 sq.m, 2 rooms. Excellent condition."
L102580,2024-02-05,NA,active,rent,Odesa,Kiiivskyi,"vul. Heroiv, 127",46.505405,30.727777,5,7,10,88,13,660,EUR,26928,AG3670,RealtyPro,380657344135,portal_a,"Spacious apartment near metro. 88 sq.m, 5 rooms. Excellent condition."
L102581,2024-05-12,NA,active,sale,Lviv,Halytskyi,"vul. Heroiv, 19",49.801653,24.002397,5,2,12,69,NA,3534802,UAH,3534802,AG9245,UrbanHouse,380718435773,portal_b,"Great location in Lviv. 5 rooms, 2 floor. Well renovated."
L102582,2024-05-18,NA,active,sale,Lviv,Frankivskyi,"vul. Franka, 25",49.855473,24.014895,1,4,7,34,5,35347,USD,1325512,AG6736,HomeCenter,380584956608,portal_b,"Spacious apartment near metro. 34 sq.m, 1 rooms. Excellent condition."
L102583,2024-02-14,2024-03-15,closed,sale,Lviv,Shevchenkivskyi,"vul. Mira, 107",49.800441,24.047016,4,18,23,60,9,2530025,UAH,2530025,AG3586,EstateGroup,380983144848,portal_b,"Modern design, all amenities. Shevchenkivskyi, 60 sq.m."
L102584,2024-05-08,NA,active,sale,Odesa,Malynovskyi,"vul. Sichovykh Striltsiv, 97",46.52749,30.75837,5,3,11,35,5,1508304,UAH,1508304,NA,NA,380575264027,portal_b,"Great location in Odesa. 5 rooms, 3 floor. Well renovated."
L102585,2024-06-09,NA,active,sale,Odesa,Suvorovskyi,"vul. Sichovykh Striltsiv, 108",46.478587,30.72788,1,5,17,103,16,4093927,UAH,4093927,AG7719,CityRealty,380781363954,portal_c,Comfortable 1-room apartment in Suvorovskyi district. Total area 103 sq.m.
L102586,2024-01-15,2024-02-18,withdrawn,rent,Kyiv,Podilskyi,"vul. Soborna, 142",50.443739,30.464275,2,8,10,58,9,302,EUR,12322,AG9640,HomeCenter,380955735017,portal_c,"Spacious apartment near metro. 58 sq.m, 2 rooms. Excellent condition."
L102587,2024-01-14,NA,active,rent,Lwiv,Sykhivskyi,"vul. Shevchenka, 14",49.826133,24.037943,1,20,20,40,6,248,USD,9300,AG8123,RealtyPro,380705572035,portal_b,"Modern design, all amenities. Sykhivskyi, 40 sq.m."
